Molecular Formula,rdkit_SMILES,SMILES,chemical name,Molecular Weight
C4H6FI,CC(I)C=CF,C(C(I)C=CF),1-fluoro-3-iodobut-1-ene,199.995
C4H6FI,CC(I)=CCF,C(CF)=C(I)(C),1-fluoro-3-iodobut-2-ene,199.995
C4H6FI,FC1CC(I)C1,C(C1I)(C(F)C1),1-fluoro-3-iodocyclobutane,199.995
C4H6FI,FC=CCCI,C(I)(CC=CF),1-fluoro-4-iodobut-1-ene,199.995
C4H6FI,FCC=CCI,C(CI)=C(CF),1-fluoro-4-iodobut-2-ene,199.995
C4H6FI,CC1(I)CC1F,C(I)(C)(C1)(C1F),2-fluoro-1-iodo-1-methylcyclopropane,199.995
C4H6FI,CCC(F)=CI,C(CC(F)=CI),2-fluoro-1-iodobut-1-ene,199.995
C4H6FI,CC=C(F)CI,C(C)=C(F)(CI),2-fluoro-1-iodobut-2-ene,199.995
C4H6FI,C=C(F)C(C)I,C(C(I)C(F)=C),2-fluoro-3-iodobut-1-ene,199.995
C4H6FI,CC(F)=C(C)I,C(I)(C)=C(F)(C),2-fluoro-3-iodobut-2-ene,199.995
C4H6FI,C=C(F)CCI,C(I)(CC(F)=C),2-fluoro-4-iodobut-1-ene,199.995
C4H6FI,CC(=CI)CF,C(I)=C(C)(CF),3-fluoro-1-iodo-2-methylprop-1-ene,199.995
C4H6FI,CC(F)C=CI,C(C(F)C=CI),3-fluoro-1-iodobut-1-ene,199.995
C4H6FI,CC(F)=CCI,C(CI)=C(F)(C),3-fluoro-1-iodobut-2-ene,199.995
C4H6FI,C=C(CF)CI,C=C(CI)(CF),3-fluoro-2-(iodomethyl)prop-1-ene,199.995
C4H6FI,C=C(I)C(C)F,C(C(F)C(I)=C),3-fluoro-2-iodobut-1-ene,199.995
C4H6FI,C=C(C)C(F)I,C=C(C)(C(F)I),3-fluoro-3-iodo-2-methylprop-1-ene,199.995
C4H6FI,C=CC(C)(F)I,C(C(F)(I)C=C),3-fluoro-3-iodobut-1-ene,199.995
C4H6FI,C=CC(F)CI,C(I)(C(F)C=C),3-fluoro-4-iodobut-1-ene,199.995
C4H6FI,FCCC=CI,C(F)(CC=CI),4-fluoro-1-iodobut-1-ene,199.995
C4H6FI,C=C(I)CCF,C(F)(CC(I)=C),4-fluoro-2-iodobut-1-ene,199.995
C4H6FI,C=CC(I)CF,C(F)(C(I)C=C),4-fluoro-3-iodobut-1-ene,199.995
C4H6FI,C=CCC(F)I,C(F)(I)(CC=C),4-fluoro-4-iodobut-1-ene,199.995
C4H9IO,CCCOCI,ICOCCC,1-(iodomethoxy)propane,200.019
C4H9IO,CCOC(C)I,CCOC(C)I,1-ethoxy-1-iodoethane,200.019
C4H9IO,CCOCCI,CCOCCI,1-ethoxy-2-iodoethane,200.019
C4H9IO,CCC(I)OC,COC(CC)I,1-iodo-1-methoxypropane,200.019
C4H9IO,COC(C)CI,COC(CI)C,1-iodo-2-methoxypropane,200.019
C4H9IO,CC(C)C(O)I,OC(I)C(C)(C),1-iodo-2-methylpropan-1-ol,200.019
C4H9IO,CC(C)(O)CI,OC(C)(C)(CI),1-iodo-2-methylpropan-2-ol,200.019
C4H9IO,COCCCI,COCCCI,1-iodo-3-methoxypropane,200.019
C4H9IO,CCCC(O)I,OC(I)(CCC),1-iodobutan-1-ol,200.019
C4H9IO,CCC(O)CI,OC(CI)(CC),1-iodobutan-2-ol,200.019
C4H9IO,CC(C)OCI,ICOC(C)C,2-(iodomethoxy)propane,200.019
C4H9IO,COCC(C)I,COCC(C)I,2-iodo-1-methoxypropane,200.019
C4H9IO,COC(C)(C)I,COC(C)(C)I,2-iodo-2-methoxypropane,200.019
C4H9IO,CC(C)(I)CO,OCC(I)(C)(C),2-iodo-2-methylpropan-1-ol,200.019
C4H9IO,CCC(I)CO,OC(C(I)CC),2-iodobutan-1-ol,200.019
C4H9IO,CCC(C)(O)I,OC(I)(C)(CC),2-iodobutan-2-ol,200.019
C4H9IO,CC(CO)CI,OCC(C)(CI),3-iodo-2-methylpropan-1-ol,200.019
C4H9IO,CC(I)CCO,OC(CC(I)C),3-iodobutan-1-ol,200.019
C4H9IO,CC(O)C(C)I,OC(C)(C(I)C),3-iodobutan-2-ol,200.019
C4H9IO,OCCCCI,OC(CCCI),4-iodobutan-1-ol,200.019
C4H9IO,CC(O)CCI,OC(C)(CCI),4-iodobutan-2-ol,200.019
C3H9IN2,CC(CI)NN,NNC(C)(CI),(1-iodopropan-2-yl)hydrazine,200.023
C3H9IN2,CCC(I)NN,NNC(I)(CC),(1-iodopropyl)hydrazine,200.023
C3H9IN2,CC(C)(I)NN,NNC(I)(C)(C),(2-iodopropan-2-yl)hydrazine,200.023
C3H9IN2,CC(I)CNN,NNC(C(I)C),(2-iodopropyl)hydrazine,200.023
C3H9IN2,NNCCCI,NNC(CCI),(3-iodopropyl)hydrazine,200.023
C3H9IN2,CC(I)N(C)N,CN(C(I)(C))N,1-(1-iodoethyl)-1-methylhydrazine,200.023
C3H9IN2,CNNC(C)I,CNNC(I)(C),1-(1-iodoethyl)-2-methylhydrazine,200.023
C3H9IN2,CN(N)CCI,CN(C(CI))N,1-(2-iodoethyl)-1-methylhydrazine,200.023
C3H9IN2,CNNCCI,CNNC(CI),1-(2-iodoethyl)-2-methylhydrazine,200.023
C3H9IN2,CNN(C)CI,CN(C(I))NC,"1-(iodomethyl)-1,2-dimethylhydrazine",200.023
C3H9IN2,CCN(N)CI,C(I)N(C(C))N,1-ethyl-1-(iodomethyl)hydrazine,200.023
C3H9IN2,CCNNCI,C(I)NNC(C),1-ethyl-2-(iodomethyl)hydrazine,200.023
C3H9IN2,CN(C)NCI,CN(C)NC(I),"2-(iodomethyl)-1,1-dimethylhydrazine",200.023
C3H5IS,C=C(I)SC,CSC(I)=C,(1-iodovinyl)(methyl)sulfane,200.037
C3H5IS,CSC=CI,CSC=C(I),(2-iodovinyl)(methyl)sulfane,200.037
C3H5IS,C=CSCI,C(I)SC=C,(iodomethyl)(vinyl)sulfane,200.037
C3H5IS,SC1(I)CC1,SC(I)(C1)(C1),1-iodocyclopropane-1-thiol,200.037
C3H5IS,C=CC(S)I,SC(I)(C=C),1-iodoprop-2-ene-1-thiol,200.037
C3H5IS,ICC1CS1,ICC1CS1,2-(iodomethyl)thiirane,200.037
C3H5IS,CC1(I)CS1,IC1(C)CS1,2-iodo-2-methylthiirane,200.037
C3H5IS,CC1SC1I,IC1C(C)S1,2-iodo-3-methylthiirane,200.037
C3H5IS,SC1CC1I,SC(C1)(C1I),2-iodocyclopropane-1-thiol,200.037
C3H5IS,C=C(I)CS,SC(C(I)=C),2-iodoprop-2-ene-1-thiol,200.037
C3H5IS,IC1CCS1,IC1SCC1,2-iodothietane,200.037
C3H5IS,SCC=CI,SC(C=CI),3-iodoprop-2-ene-1-thiol,200.037
C3H5IS,IC1CSC1,IC1CSC1,3-iodothietane,200.037
C3H2ClI,ClC1=C(I)C1,ClC(C1)=C1I,1-chloro-2-iodocycloprop-1-ene,200.403
C3H2ClI,ClC1=CC1I,ClC1=CC1I,1-chloro-3-iodocycloprop-1-ene,200.403
C3H2ClI,ClC#CCI,C(I)(C#CCl),1-chloro-3-iodoprop-1-yne,200.403
C3H2ClI,ClC1C=C1I,IC1=CC1Cl,3-chloro-1-iodocycloprop-1-ene,200.403
C3H2ClI,ClCC#CI,C(Cl)(C#CI),3-chloro-1-iodoprop-1-yne,200.403
C3H2ClI,ClC1(I)C=C1,ClC1(I)C=C1,3-chloro-3-iodocycloprop-1-ene,200.403
C3H2ClI,C#CC(Cl)I,ClC(C#C)I,3-chloro-3-iodoprop-1-yne,200.403
C2H3Br2N,BrC1(Br)CN1,BrC1(Br)CN1,"2,2-dibromoaziridine",200.861
C2H3Br2N,BrC1NC1Br,BrC1C(Br)N1,"2,3-dibromoaziridine",200.861
C3H5FIN,C=CC(N)(F)I,NC(F)(I)(C=C),1-fluoro-1-iodoprop-2-en-1-amine,200.983
C3H5FIN,NC1(F)CC1I,NC(F)(C1)(C1I),1-fluoro-2-iodocyclopropan-1-amine,200.983
C3H5FIN,C=C(I)C(N)F,NC(F)(C(I)=C),1-fluoro-2-iodoprop-2-en-1-amine,200.983
C3H5FIN,NC(F)C=CI,NC(F)(C=CI),1-fluoro-3-iodoprop-2-en-1-amine,200.983
C3H5FIN,FC(I)C1CN1,FC(I)C1CN1,2-(fluoroiodomethyl)aziridine,200.983
C3H5FIN,FCC1(I)CN1,IC1(CF)CN1,2-(fluoromethyl)-2-iodoaziridine,200.983
C3H5FIN,FCC1NC1I,IC1C(CF)N1,2-(fluoromethyl)-3-iodoaziridine,200.983
C3H5FIN,NC1(I)CC1F,NC(I)(C1)(C1F),2-fluoro-1-iodocyclopropan-1-amine,200.983
C3H5FIN,C=C(F)C(N)I,NC(I)(C(F)=C),2-fluoro-1-iodoprop-2-en-1-amine,200.983
C3H5FIN,FC1(CI)CN1,FC1(CI)CN1,2-fluoro-2-(iodomethyl)aziridine,200.983
C3H5FIN,CC1NC1(F)I,FC1(I)C(C)N1,2-fluoro-2-iodo-3-methylaziridine,200.983
C3H5FIN,FC1(I)CCN1,FC1(I)NCC1,2-fluoro-2-iodoazetidine,200.983
C3H5FIN,NC1CC1(F)I,NC(C1)(C1(F)I),2-fluoro-2-iodocyclopropan-1-amine,200.983
C3H5FIN,FC1NC1CI,FC1C(CI)N1,2-fluoro-3-(iodomethyl)aziridine,200.983
C3H5FIN,CC1(F)NC1I,IC1C(F)(C)N1,2-fluoro-3-iodo-2-methylaziridine,200.983
C3H5FIN,FC1NCC1I,FC1NCC1I,2-fluoro-3-iodoazetidine,200.983
C3H5FIN,NC1C(F)C1I,NC(C1I)(C1F),2-fluoro-3-iodocyclopropan-1-amine,200.983
C3H5FIN,NCC(F)=CI,NC(C(F)=CI),2-fluoro-3-iodoprop-2-en-1-amine,200.983
C3H5FIN,FC1CC(I)N1,IC1CC(F)N1,2-fluoro-4-iodoazetidine,200.983
C3H5FIN,NC(I)C=CF,NC(I)(C=CF),3-fluoro-1-iodoprop-2-en-1-amine,200.983
C3H5FIN,CC1(I)NC1F,FC1C(I)(C)N1,3-fluoro-2-iodo-2-methylaziridine,200.983
C3H5FIN,FC1CNC1I,IC1NCC1F,3-fluoro-2-iodoazetidine,200.983
C3H5FIN,NCC(I)=CF,NC(C(I)=CF),3-fluoro-2-iodoprop-2-en-1-amine,200.983
C3H5FIN,FC1(I)CNC1,FC1(I)CNC1,3-fluoro-3-iodoazetidine,200.983
C3H5FIN,NCC=C(F)I,NC(C=C(F)I),3-fluoro-3-iodoprop-2-en-1-amine,200.983
C3H8INO,CC(I)OCN,NCOC(I)(C),(1-iodoethoxy)methanamine,201.007
C3H8INO,NCOCCI,NCOC(CI),(2-iodoethoxy)methanamine,201.007
C3H8INO,CC(N)OCI,NC(C)OC(I),1-(iodomethoxy)ethan-1-amine,201.007
C3H8INO,CNCOCI,CNCOC(I),1-(iodomethoxy)-N-methylmethanamine,201.007
C3H8INO,COC(C)(N)I,NC(I)(C)OC,1-iodo-1-methoxyethan-1-amine,201.007
C3H8INO,CNC(I)OC,CNC(I)OC,1-iodo-1-methoxy-N-methylmethanamine,201.007
C3H8INO,COCC(N)I,NC(I)COC,1-iodo-2-methoxyethan-1-amine,201.007
C3H8INO,COCNCI,C(I)NCOC,1-iodo-N-(methoxymethyl)methanamine,201.007
C3H8INO,NCCOCI,NCCOC(I),2-(iodomethoxy)ethan-1-amine,201.007
C3H8INO,COC(N)CI,NC(CI)OC,2-iodo-1-methoxyethan-1-amine,201.007
C3H8INO,COC(I)CN,NCC(I)OC,2-iodo-2-methoxyethan-1-amine,201.007
C3H8INO,CCOC(N)I,NC(I)OC(C),ethoxyiodomethanamine,201.007
C3H8INO,CC(I)N(C)O,CN(O)C(C)I,N-(1-iodoethyl)-N-methylhydroxylamine,201.007
C3H8INO,CONC(C)I,IC(C)NOC,N-(1-iodoethyl)-O-methylhydroxylamine,201.007
C3H8INO,CCC(I)NO,IC(CC)NO,N-(1-iodopropyl)hydroxylamine,201.007
C3H8INO,CN(O)CCI,ICCN(O)C,N-(2-iodoethyl)-N-methylhydroxylamine,201.007
C3H8INO,CONCCI,ICCNOC,N-(2-iodoethyl)-O-methylhydroxylamine,201.007
C3H8INO,CC(I)CNO,IC(C)CNO,N-(2-iodopropyl)hydroxylamine,201.007
C3H8INO,CON(C)CI,CN(OC)CI,"N-(iodomethyl)-N,O-dimethylhydroxylamine",201.007
C3H8INO,CCN(O)CI,ICN(O)CC,N-ethyl-N-(iodomethyl)hydroxylamine,201.007
C3H8INO,CCNOCI,CCNOCI,N-ethyl-O-(iodomethyl)hydroxylamine,201.007
C3H8INO,CNOC(C)I,CNOC(C)I,O-(1-iodoethyl)-N-methylhydroxylamine,201.007
C3H8INO,CCC(I)ON,NOC(CC)I,O-(1-iodopropyl)hydroxylamine,201.007
C3H8INO,CNOCCI,CNOCCI,O-(2-iodoethyl)-N-methylhydroxylamine,201.007
C3H8INO,CC(I)CON,NOCC(C)I,O-(2-iodopropyl)hydroxylamine,201.007
C3H8INO,NOCCCI,NOCCCI,O-(3-iodopropyl)hydroxylamine,201.007
C3H8INO,CN(C)OCI,CN(OCI)C,"O-(iodomethyl)-N,N-dimethylhydroxylamine",201.007
C3H8INO,CCONCI,ICNOCC,O-ethyl-N-(iodomethyl)hydroxylamine,201.007
C2HClIN,ClC1=C(I)N1,ClC(N1)=C1I,2-chloro-3-iodo-1H-azirine,201.391
C2H2Br2O,O=CC(Br)Br,C(=O)C(Br)(Br),"2,2-dibromoacetaldehyde",201.845
C2H2Br2O,BrC1(Br)CO1,BrC1(Br)CO1,"2,2-dibromooxirane",201.845
C2H2Br2O,BrC1OC1Br,BrC1C(Br)O1,"2,3-dibromooxirane",201.845
C3H6Br2,CCC(Br)Br,CCC(Br)Br,"1,1-dibromopropane",201.889
C3H6Br2,CC(Br)CBr,CC(CBr)Br,"1,2-dibromopropane",201.889
C3H6Br2,BrCCCBr,C(Br)(CCBr),"1,3-dibromopropane",201.889
C3H6Br2,CC(C)(Br)Br,CC(Br)(C)Br,"2,2-dibromopropane",201.889
C2H4IOP,CC(I)P=O,O=PC(I)C,(1-iodoethyl)(oxo)phosphane,201.931
C2H4IOP,O=PCCI,O=PCCI,(2-iodoethyl)(oxo)phosphane,201.931
C2H4IOP,O=[PH]1CC1I,O=P1C(I)C1,2-iodophosphirane 1-oxide,201.931
C3HF2I,FC1=C(F)C1I,FC(C1I)=C1F,"1,2-difluoro-3-iodocycloprop-1-ene",201.942
C3HF2I,FC1=C(I)C1F,IC(C1F)=C1F,"1,3-difluoro-2-iodocycloprop-1-ene",201.942
C3HF2I,FC1=CC1(F)I,FC1=CC1(I)F,"1,3-difluoro-3-iodocycloprop-1-ene",201.942
C3HF2I,FC#CC(F)I,C(F)(I)(C#CF),"1,3-difluoro-3-iodoprop-1-yne",201.942
C3HF2I,FC1(F)C=C1I,IC1=CC1(F)F,"3,3-difluoro-1-iodocycloprop-1-ene",201.942
C3HF2I,FC(F)C#CI,C(F)(F)(C#CI),"3,3-difluoro-1-iodoprop-1-yne",201.942
C3HF2I,C#CC(F)(F)I,C(F)(F)(I)(C#C),"3,3-difluoro-3-iodoprop-1-yne",201.942
C3H4FIO,C=COC(F)I,C(F)(I)OC=C,(fluoroiodomethoxy)ethene,201.967
C3H4FIO,C=C(I)OCF,C(F)OC(I)=C,1-(fluoromethoxy)-1-iodoethene,201.967
C3H4FIO,FCOC=CI,C(F)OC=C(I),1-(fluoromethoxy)-2-iodoethene,201.967
C3H4FIO,C=C(F)OCI,C(I)OC(F)=C,1-fluoro-1-(iodomethoxy)ethene,201.967
C3H4FIO,COC=C(F)I,COC=C(F)(I),1-fluoro-1-iodo-2-methoxyethene,201.967
C3H4FIO,C=CC(O)(F)I,OC(F)(I)(C=C),1-fluoro-1-iodoprop-2-en-1-ol,201.967
C3H4FIO,CC(=O)C(F)I,CC(=O)C(F)(I),1-fluoro-1-iodopropan-2-one,201.967
C3H4FIO,FC=COCI,C(I)OC=C(F),1-fluoro-2-(iodomethoxy)ethene,201.967
C3H4FIO,COC(F)=CI,COC(F)=C(I),1-fluoro-2-iodo-1-methoxyethene,201.967
C3H4FIO,OC1(F)CC1I,OC(F)(C1)(C1I),1-fluoro-2-iodocyclopropan-1-ol,201.967
C3H4FIO,C=C(I)C(O)F,OC(F)(C(I)=C),1-fluoro-2-iodoprop-2-en-1-ol,201.967
C3H4FIO,OC(F)C=CI,OC(F)(C=CI),1-fluoro-3-iodoprop-2-en-1-ol,201.967
C3H4FIO,O=C(CF)CI,C(I)C(=O)C(F),1-fluoro-3-iodopropan-2-one,201.967
C3H4FIO,FC(I)C1CO1,FC(I)C1CO1,2-(fluoroiodomethyl)oxirane,201.967
C3H4FIO,FCC1(I)CO1,IC1(CF)CO1,2-(fluoromethyl)-2-iodooxirane,201.967
C3H4FIO,FCC1OC1I,IC1C(CF)O1,2-(fluoromethyl)-3-iodooxirane,201.967
C3H4FIO,COC(I)=CF,COC(I)=C(F),2-fluoro-1-iodo-1-methoxyethene,201.967
C3H4FIO,OC1(I)CC1F,OC(I)(C1)(C1F),2-fluoro-1-iodocyclopropan-1-ol,201.967
C3H4FIO,C=C(F)C(O)I,OC(I)(C(F)=C),2-fluoro-1-iodoprop-2-en-1-ol,201.967
C3H4FIO,FC1(CI)CO1,FC1(CI)CO1,2-fluoro-2-(iodomethyl)oxirane,201.967
C3H4FIO,CC1OC1(F)I,FC1(I)C(C)O1,2-fluoro-2-iodo-3-methyloxirane,201.967
C3H4FIO,OC1CC1(F)I,OC(C1)(C1(F)I),2-fluoro-2-iodocyclopropan-1-ol,201.967
C3H4FIO,FC1(I)CCO1,FC1(I)OCC1,2-fluoro-2-iodooxetane,201.967
C3H4FIO,CC(F)(I)C=O,C(=O)C(F)(I)(C),2-fluoro-2-iodopropanal,201.967
C3H4FIO,FC1OC1CI,FC1C(CI)O1,2-fluoro-3-(iodomethyl)oxirane,201.967
C3H4FIO,CC1(F)OC1I,IC1C(F)(C)O1,2-fluoro-3-iodo-2-methyloxirane,201.967
C3H4FIO,OC1C(F)C1I,OC(C1I)(C1F),2-fluoro-3-iodocyclopropan-1-ol,201.967
C3H4FIO,FC1OCC1I,FC1OCC1I,2-fluoro-3-iodooxetane,201.967
C3H4FIO,OCC(F)=CI,OC(C(F)=CI),2-fluoro-3-iodoprop-2-en-1-ol,201.967
C3H4FIO,O=CC(F)CI,C(=O)C(F)(CI),2-fluoro-3-iodopropanal,201.967
C3H4FIO,FC1CC(I)O1,IC1CC(F)O1,2-fluoro-4-iodooxetane,201.967
C3H4FIO,OC(I)C=CF,OC(I)(C=CF),3-fluoro-1-iodoprop-2-en-1-ol,201.967
C3H4FIO,CC1(I)OC1F,FC1C(I)(C)O1,3-fluoro-2-iodo-2-methyloxirane,201.967
C3H4FIO,FC1COC1I,IC1OCC1F,3-fluoro-2-iodooxetane,201.967
C3H4FIO,OCC(I)=CF,OC(C(I)=CF),3-fluoro-2-iodoprop-2-en-1-ol,201.967
C3H4FIO,O=CC(I)CF,C(=O)C(I)(CF),3-fluoro-2-iodopropanal,201.967
C3H4FIO,FC1(I)COC1,FC1(I)COC1,3-fluoro-3-iodooxetane,201.967
C3H4FIO,OCC=C(F)I,OC(C=C(F)I),3-fluoro-3-iodoprop-2-en-1-ol,201.967
C3H4FIO,O=CCC(F)I,C(=O)C(C(F)I),3-fluoro-3-iodopropanal,201.967
C3H8IP,CPC(C)I,CPC(C)I,(1-iodoethyl)(methyl)phosphane,201.975
C3H8IP,CC(P)CI,CC(P)CI,(1-iodopropan-2-yl)phosphane,201.975
C3H8IP,CCC(P)I,IC(P)CC,(1-iodopropyl)phosphane,201.975
C3H8IP,CPCCI,CPCCI,(2-iodoethyl)(methyl)phosphane,201.975
C3H8IP,CC(C)(P)I,IC(C)(P)C,(2-iodopropan-2-yl)phosphane,201.975
C3H8IP,CC(I)CP,IC(C)CP,(2-iodopropyl)phosphane,201.975
C3H8IP,PCCCI,PCCCI,(3-iodopropyl)phosphane,201.975
C3H8IP,CP(C)CI,CP(CI)C,(iodomethyl)dimethylphosphane,201.975
C3H8IP,CCPCI,ICPCC,ethyl(iodomethyl)phosphane,201.975
C2FIS,FC1=C(I)S1,IC(S1)=C1F,2-fluoro-3-iodothiirene,201.985
C3H7IO2,CC(O)OCI,OC(C)OC(I),1-(iodomethoxy)ethan-1-ol,201.991
C3H7IO2,COC(C)(O)I,OC(C)(I)OC,1-iodo-1-methoxyethan-1-ol,201.991
C3H7IO2,COCOCI,COCOCI,iodo(methoxymethoxy)methane,201.991
C3H7IO2,COC(I)OC,COC(OC)I,iododimethoxymethane,201.991
C4H8FI,CC(C)C(F)I,C(C)(C)(C(F)I),1-fluoro-1-iodo-2-methylpropane,202.011
C4H8FI,CCCC(F)I,C(CCC(F)I),1-fluoro-1-iodobutane,202.011
C4H8FI,CC(C)(I)CF,C(I)(C)(C)(CF),1-fluoro-2-iodo-2-methylpropane,202.011
C4H8FI,CCC(I)CF,C(CC(I)CF),1-fluoro-2-iodobutane,202.011
C4H8FI,CC(CF)CI,C(C)(CI)(CF),1-fluoro-3-iodo-2-methylpropane,202.011
C4H8FI,CC(I)CCF,C(C(I)CCF),1-fluoro-3-iodobutane,202.011
C4H8FI,FCCCCI,C(I)(CCCF),1-fluoro-4-iodobutane,202.011
C4H8FI,CC(C)(F)CI,C(F)(C)(C)(CI),2-fluoro-1-iodo-2-methylpropane,202.011
C4H8FI,CCC(F)CI,C(CC(F)CI),2-fluoro-1-iodobutane,202.011
C4H8FI,CCC(C)(F)I,C(CC(F)(I)C),2-fluoro-2-iodobutane,202.011
C4H8FI,CC(F)C(C)I,C(C(I)C(F)C),2-fluoro-3-iodobutane,202.011
C4H8FI,CC(F)CCI,C(C(F)CCI),3-fluoro-1-iodobutane,202.011
C3H7IS,CSC(C)I,CSC(I)(C),(1-iodoethyl)(methyl)sulfane,202.053
C3H7IS,CSCCI,CSC(CI),(2-iodoethyl)(methyl)sulfane,202.053
C3H7IS,CCC(S)I,SC(I)(CC),1-iodopropane-1-thiol,202.053
C3H7IS,CC(S)CI,SC(C)(CI),1-iodopropane-2-thiol,202.053
C3H7IS,CC(I)CS,SC(C(I)C),2-iodopropane-1-thiol,202.053
C3H7IS,CC(C)(S)I,SC(I)(C)(C),2-iodopropane-2-thiol,202.053
C3H7IS,SCCCI,SC(CCI),3-iodopropane-1-thiol,202.053
C3H7IS,CCSCI,C(I)SC(C),ethyl(iodomethyl)sulfane,202.053
C2ClIO,ClC1=C(I)O1,ClC(O1)=C1I,2-chloro-3-iodooxirene,202.375
C3H4ClI,ClC1(I)CC1,ClC1(I)CC1,1-chloro-1-iodocyclopropane,202.419
C3H4ClI,CC=C(Cl)I,CC=C(I)Cl,1-chloro-1-iodoprop-1-ene,202.419
C3H4ClI,ClC1CC1I,ClC1CC1I,1-chloro-2-iodocyclopropane,202.419
C3H4ClI,CC(I)=CCl,CC(I)=CCl,1-chloro-2-iodoprop-1-ene,202.419
C3H4ClI,ClC=CCI,ICC=CCl,1-chloro-3-iodoprop-1-ene,202.419
C3H4ClI,CC(Cl)=CI,CC(Cl)=CI,2-chloro-1-iodoprop-1-ene,202.419
C3H4ClI,C=C(Cl)CI,ICC(Cl)=C,2-chloro-3-iodoprop-1-ene,202.419
C3H4ClI,ClCC=CI,C(Cl)(C=CI),3-chloro-1-iodoprop-1-ene,202.419
C3H4ClI,C=C(I)CCl,C(Cl)(C(I)=C),3-chloro-2-iodoprop-1-ene,202.419
C3H4ClI,C=CC(Cl)I,ClC(C=C)I,3-chloro-3-iodoprop-1-ene,202.419
C2H5Br2N,CC(N)(Br)Br,NC(Br)(Br)(C),"1,1-dibromoethan-1-amine",202.877
C2H5Br2N,CNC(Br)Br,CNC(Br)Br,"1,1-dibromo-N-methylmethanamine",202.877
C2H5Br2N,NC(Br)CBr,NC(Br)(CBr),"1,2-dibromoethan-1-amine",202.877
C2H5Br2N,NCC(Br)Br,NC(C(Br)Br),"2,2-dibromoethan-1-amine",202.877
C2H5Br2N,BrCNCBr,C(Br)NC(Br),bis(bromomethyl)amine,202.877
C2H3FINO,NC(=O)C(F)I,FC(C(N)=O)I,2-fluoro-2-iodoacetamide,202.955
C2H3FINO,ON1CC1(F)I,FC1(I)N(O)C1,2-fluoro-2-iodoaziridin-1-ol,202.955
C2H3FINO,FC1(I)CON1,FC1(I)NOC1,"3-fluoro-3-iodo-1,2-oxazetidine",202.955
C2H3FINO,FC1NOC1I,FC1NOC1I,"3-fluoro-4-iodo-1,2-oxazetidine",202.955
C2H3FINO,FC1ONC1I,IC1NOC1F,"4-fluoro-3-iodo-1,2-oxazetidine",202.955
C2H3FINO,FC1(I)CNO1,FC1(I)CNO1,"4-fluoro-4-iodo-1,2-oxazetidine",202.955
C2H3FINO,NOC(F)=CI,NOC(F)=CI,O-(1-fluoro-2-iodovinyl)hydroxylamine,202.955
C2H3FINO,NOC(I)=CF,NOC(I)=CF,O-(2-fluoro-1-iodovinyl)hydroxylamine,202.955
C2H3FINO,NOC=C(F)I,NOC=C(I)F,O-(2-fluoro-2-iodovinyl)hydroxylamine,202.955
C3H7FIN,CN(C)C(F)I,CN(C)C(F)(I),"1-fluoro-1-iodo-N,N-dimethylmethanamine",202.999
C3H7FIN,CNC(C)(F)I,CNC(F)(I)(C),1-fluoro-1-iodo-N-methylethan-1-amine,202.999
C3H7FIN,CCC(N)(F)I,NC(F)(I)(CC),1-fluoro-1-iodopropan-1-amine,202.999
C3H7FIN,CC(N)C(F)I,NC(C)(C(F)I),1-fluoro-1-iodopropan-2-amine,202.999
C3H7FIN,CNC(F)CI,CNC(F)(CI),1-fluoro-2-iodo-N-methylethan-1-amine,202.999
C3H7FIN,CC(I)C(N)F,NC(F)(C(I)C),1-fluoro-2-iodopropan-1-amine,202.999
C3H7FIN,CC(N)(I)CF,NC(I)(C)(CF),1-fluoro-2-iodopropan-2-amine,202.999
C3H7FIN,NC(F)CCI,NC(F)(CCI),1-fluoro-3-iodopropan-1-amine,202.999
C3H7FIN,NC(CF)CI,NC(CI)(CF),1-fluoro-3-iodopropan-2-amine,202.999
C3H7FIN,CC(F)NCI,C(I)NC(F)(C),1-fluoro-N-(iodomethyl)ethan-1-amine,202.999
C3H7FIN,CN(CF)CI,CN(C(I))C(F),1-fluoro-N-(iodomethyl)-N-methylmethanamine,202.999
C3H7FIN,CNC(I)CF,CNC(I)(CF),2-fluoro-1-iodo-N-methylethan-1-amine,202.999
C3H7FIN,CC(F)C(N)I,NC(I)(C(F)C),2-fluoro-1-iodopropan-1-amine,202.999
C3H7FIN,CC(N)(F)CI,NC(F)(C)(CI),2-fluoro-1-iodopropan-2-amine,202.999
C3H7FIN,CNCC(F)I,CNC(C(F)I),2-fluoro-2-iodo-N-methylethan-1-amine,202.999
C3H7FIN,CC(F)(I)CN,NC(C(F)(I)C),2-fluoro-2-iodopropan-1-amine,202.999
C3H7FIN,NCC(F)CI,NC(C(F)CI),2-fluoro-3-iodopropan-1-amine,202.999
C3H7FIN,FCCNCI,C(I)NC(CF),2-fluoro-N-(iodomethyl)ethan-1-amine,202.999
C3H7FIN,NC(I)CCF,NC(I)(CCF),3-fluoro-1-iodopropan-1-amine,202.999
C3H7FIN,NCC(I)CF,NC(C(I)CF),3-fluoro-2-iodopropan-1-amine,202.999
C3H7FIN,NCCC(F)I,NC(CC(F)I),3-fluoro-3-iodopropan-1-amine,202.999
C3H7FIN,CCNC(F)I,C(F)(I)NC(C),N-(fluoroiodomethyl)ethanamine,202.999
C3H7FIN,CC(I)NCF,C(F)NC(I)(C),N-(fluoromethyl)-1-iodoethan-1-amine,202.999
